tweet,sentiment
"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",neg
The new resigned cricinfo :I hate change,neg
"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",neg
_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,neg
one of the saddest songs I`ve ever heard,neg
"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut",neg
Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways,neg
im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair,neg
friends from Traveller`s Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,neg
Checkin out oramarecords.com. Got a fever and cnt sleep,neg
shouts out to  and,neg
can`t go to the movies today,neg
my stomach feels like it`s touching the ground..i`m SO full,neg
Isnt looking forward to going back to work. 3 days off isnt long enough,neg
not impressed....! it might go away if you complain too much!  x,neg
whats wrong babe?  x,neg
no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I`ll fetch him one day.,neg
ohh **** i just realized she still not talking to me  it b like dat some times..,neg
i hate the biatches of this world,neg
Why are some guys so stupid? They have no idea what to do with a good girl who actually cares about them..so sad,neg
It just occured to me..... tonight is Cheri`s Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,neg
"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can`t Reply To Tweets",neg
Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,neg
i am soo **** sick of wades mood swings... uhh i hate him.. he`s an ****!! ahhhh,neg
useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,neg
"driving home,Iï¿½m so tired,had a bad day",neg
"'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people",neg
my riding time has been dismal too during these rainy weeks.  haven`t been able to make myself to go to the gym instead.,neg
i miss our walks home together,neg
Am listening to Darren Hayes`s Spin. Am talkin to my wacky friend who`s going insane. I ain`t at all tired and I`m messed up bout things.,neg
thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,neg
i really want to ring  but it costs 2 much  dam you credit crunch,neg
Im in science!! very boring,neg
Has a headache,neg
I was awake until 12:45am then my mum turned the internet off so i couldnt watch the  live chat i was ccrying i was sad,neg
****  real sorry to hear that ma,neg
I am very angry at this information Marcos!!!!!!,neg
A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!,neg
Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,neg
Not having Hulu in Germany sucks,neg
Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X,neg
"According to , a quarter of families under six live in poverty.",neg
"Lakers, baby Lakers!! I`ll miss the game tmwr. I have to work  you`ll have to keep me posted please",neg
ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,neg
THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,neg
Is going to get a full nights sleep tonight so her arm can get better. It`s no fun being forced to use your left hand,neg
"so sorry to hear that.  I lost two hard drives this year, I know the feeling",neg
"MISS YOU, TOO!",neg
go and see my puppy! I don`t want to be there alone,neg
im going to miss khyy so much,neg
Ate too much vegetarian pizza for dinner! But it was so good,neg
"still can`t figure this twitter thing out, i can`t my background pic to stick and i can`t seem to change my profile pic",neg
Still stupidly sick...cancelled our Philly trip. Sad day,neg
i am very very tired,neg
painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,neg
"going to die from study overload this weekend. too much homework, with paying work to interrupt! i`m screwed",neg
nah I don`t finish til next yearrrr!!!   are u stayin in the bad news after graduation?,neg
Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,neg
taking sad to a whole new level,neg
It`s a sad day when Christian Lacroix has to file for bankruptcy,neg
ughhh rejected from the 09 mediation program. SUCKSSSS.,neg
"Watching the Broncos vs Chiefs 1994, Montana vs Elway on NFL Network.  I still have nightmares about this game   FU KC!",neg
off work yesss ! super hungry,neg
I have been to Tara Thai a few times for friend`s birthdays and the food I had was pretty bad.,neg
"Working late at night on a Dell notebook, Dell`s quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead",neg
gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i`ll never had a chance,neg
asda ready meal - i don`t think i`ll ever be the same again,neg
NEED SUMTHING FOR THIS EXCRUCIATING HEADACHE,neg
i`m not proud. but os x excels at video/photo editing where the pc lags so much behind.,neg
"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",neg
"lol - that`s what hubby`s are there for, to think their wives are nuts.",neg
"was mostly sick when she went to bed, but woke up feeling mostly dead",neg
i can`t figure out how to listen to it from the internet,neg
and because I wasn`t having a bad enough time last night my body decided it wanted to be sick,neg
ONE OF THE WORST DAYS OF MY LIFE.,neg
Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed,neg
I can`t take it,neg
"Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",neg
blast from the ****`ing past. NTS why must you suck so badly at school?,neg
I`m bummed that the  contest is only for the 48 states   What about Hawaii??,neg
"Oh same here, can`t believe they killed him off!  Hate Stringer now!",neg
odd i tried to call mitchel musso but it dosent work....,neg
"reaons not worth it; drunk for no reason, depressed about revision, nothing happened. Reason`s worth it:Matt, ...after that? i dunno",neg
unfortunatley it is the tooth kind of crown,neg
"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks .",neg
it wont work in the uk,neg
don`t you hate it when you finish all your work and there`s still 1.25 hours left of work time,neg
"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!",neg
i`m a little sad that school ended today i`m moving so i`m going to miss all my new friends from this year.    just got a hair cut,neg
Ouch just burned myself making soup for nico...,neg
"a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them",neg
i am so stressed and sad about pugsly missing. i hope hes okay. i am stuck at otrip and cant look for him  someone post his pic on FB 4 me,neg
I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,neg
Ugh. Waiting for a visitors pass to get on post.  taking FOREVER!,neg
"_kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",neg
"well,only one week left of my holidays,sad sad",neg
"Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",neg
I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr,neg
"I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me",neg
Twitter is slow!,neg
"can`t gauge the time of day in my office anymore... It`s worse than a friggin` casino in here... no waitresses, smoking, or booze",neg
Sitting here with my baby .. Libby has a fever 101.0  shes fussy,neg
just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!,neg
"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",neg
awww i missed it  twitpic?,neg
miss u m8   we NEED tae have a catch up n that,neg
i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,neg
I`m inclined to think it`s stupid.,neg
"On way to exam, very very nervous  bah",neg
"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft",neg
"It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?",neg
Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty,neg
rat run steve irwin way to avoid long delays on bruce highway,neg
"please do not let me get obsessed, whatever or whoever is in charge of my actions  you`ve been doing such a bad job lately",neg
"You did know, you just couldn`t remember!!",neg
sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),neg
man iCant send love on Bebo. Cuz im on Skoo Comps. UGH! thiss sucks.,neg
_skies miss you too :`( it is!i never want to come home.....seriously,neg
egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,neg
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can`t freakin sleep :/ Boo!,neg
is sad yo hear about Ashleycat,neg
yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can`t no mo,neg
Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,neg
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,neg
"gotta buy the second season of  ghost whisperer now, but noo moneyy",neg
Ohh boy my babys tooth came out !,neg
"Just wrote another song, but i ran out of ideas so this one is a bit ****",neg
jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,neg
I am in the `real world` which apparently involves a lot less twitter....  sorry!,neg
Follow both because I don`t know which one will send it. PS Dont get your hopes up because she may not sen it,neg
"I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",neg
peeling so much!!   ..I feel so bad,neg
I don`t want to sit at home on prom night. Someone hang out with me,neg
Just wrote lyrics to my new song exciting!I slept on a full stomach again it`s the worst feeling waking up and still feeling full  euggh,neg
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,neg
ive burned like a ginger kid in the sun. now my arms are red,neg
"mmmm now you`re speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess",neg
Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,neg
Somebody buy me a plane ticket home!! I miss my girl...,neg
Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,neg
"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.",neg
aw u can`t let me in on the secret!,neg
Getting anxious for Blink- 182`s new album!,neg
i don`t know what to do... time is going by so fast.,neg
Is it sad that I`m a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,neg
it just thundered reallyreally loud at work and this little boy started crying  I wanted to cry too...I hate storms! wah,neg
I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,neg
oh! i think i didnt do well on my photo editing for Db!  sorry :|,neg
Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,neg
Yikes. That poor girl on BGT. That was quite hard to watch,neg
"dude, come on... at least rotate that ****!",neg
Regrettin some of the decisions I made,neg
"that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people",neg
"How can it be so freaking difficult to get a system-wide spellchecker? ****, I`d settle for an office suite one. Stupid unhelpful Windows",neg
on my way to work! I am gonna miss general hospital,neg
awwww  nsty when ppl make fun of someone &  laugh their asses off; when the see ur not laughing that shoud be a HINT! Wrong,neg
"Sons of ****, why couldn`t they put them on the releases we already bought",neg
No. Not professional at all.,neg
"Oh god, I feel like ****.",neg
Wish I lived in or atleast relatively close to Ohio!   Haven`t seen _Troy or _McLoven in almost a year.,neg
Sooo much work so little time,neg
gettin ready to put on a show  ugh i really hope ppl dont comee,neg
"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa`s  ohhhhh <3",neg
And it`s only downhill from now until Labor Day!,neg
This was at Pitman`s down South. It just looks like business is bad all over,neg
"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",neg
Idk. I`m only a stupid 7th Grader,neg
No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,neg
Has a bad headache,neg
Dang I just dropped some of my subway on da floor... Ahh the 5sec rule passed already,neg
is fairly upset at the fact the twitter/bgt session will have to commence without Sam..,neg
Sadly no robot songs in my library.,neg
*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,neg
"Jeff can`t get his visa in time to come visit me!    I`m so sad.  In other news, I`m going to Lapa tonight to samba the night away.",neg
just got back from six flags  wicked fun. even tho i almost died!,neg
Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn`t,neg
without ur tweets i feel lost hit me with something,neg
"I miss the old... HA, HA. I can`t tell that person`s name.",neg
It`s too hot!! Thermometer showing 25c at the moment,neg
"Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",neg
i hate getting put on steroids. my face,neg
no eggs today ... shame was looking forward to a egg and bacon sandwich,neg
sweaty and tired from the 6 lap run.  gonna do sun run next year no matter what.,neg
agh! freaking out about going to Wales already! >< not packed!!,neg
_mit_glee It is confusing and flippin expensive,neg
"I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!",neg
Thats actually not that fun as you would think... I was hurting for a week after a similar experience.,neg
"needs water, paper towels and coke from the store but feels too sick to go get it",neg
"but have you got , and twitted a link to it. No? Fail.",neg
"Got stuck in a traffic jam today, i now have one sunburned arm",neg
lady thinks shes watching scrubs... delusional.  shes bailing on our plans,neg
it`s ridiculously warm in bed,neg
"god, brera, why is your plot twist going to **** everything up i can feel it",neg
Morrissey cancelled on me,neg
Deathstar destroys Starship EnterpriceCan`t get enough of this video  #starwars #startrek,neg
Oh darn. Lost another follower.,neg
waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,neg
"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",neg
Trying to sleep without any pills... Not working. 3am and wide awake. But now it`s too late to take them because I`ll sleep til 3pm,neg
Finally. Deleted her number from my phone contacts  #heartbreak,neg
because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,neg
uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,neg
on my way to work. I`M SO HUNGRY!,neg
"I have a headache, and it`s not going away.",neg
I don`t want to  !!!! I am going to cry all the way home!!!,neg
"Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!",neg
Nobody does it better than www.traveljunky.com Not even half as good   ?,neg
Is anyone else having a bad Friday? Is not a fun day today.,neg
*sigh* me miss them days !!,neg
Fire call today missed it,neg
about to start work and missing him like crazy.I wont be seeing him till Tuesday,neg
really? I hate the mobile twitter..its hard to tweet with a sidekick,neg
"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",neg
Loll whats boyfriend #2 supposed to mean then?  its to cold,neg
**** the day flies when u got 3647 things to do and only 8 hours to do it in!!,neg
Lucy has an upset tummy and sore leg,neg
I know Buffie. I am sitting in my office instead of going to see Ms. Kane. Major bummer,neg
"catching the last bit of Later with jools .. last in series .. sob, cry",neg
Zach G. gets an extensive profile in this weekend`s NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,neg
"_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it`s not pretty....",neg
I must be the only fool in twitterland that doesn`t get retweet!!  #sadsville,neg
hmz... second most popular page on this governmental site is the 404 page... fail,neg
F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,neg
i`m so tired  of being sick ALL the time!!!!,neg
"Have to walk to school, and i have two welts on my thighs!",neg
"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",neg
i JUST **** cleaned the whole kitchen....and the **** comes home & is going to make a mess of it...my mom didn`t even get to see it,neg
im @ the eye doctors & had to bring trinity with me cause my mom fell down the stairs today & broke her toe. ugh,neg
l`m on 3 days too matt. No fun this weekend.,neg
"Sorry, we`ll try to keep it down.",neg
"_Marls Nah I got bare work to do, 3 weeks left and I`m bare behind",neg
Cannot sleep. 2+ hours of tossing and turning.,neg
So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,neg
Rachael makes me want to cry,neg
I`m quite afraid to string now since I don`t have any .024 wire use,neg
I`m not comfortable with this announcement.,neg
another build failed! something is not right in the big scheme of things!,neg
"On another note, geoDefense Easy down. Onwards to the medium maps, where a whole other world of pain awaits my exploration!",neg
This chair is not comfortable at all,neg
"If you think Florida`s heat will be too much, I will reluctantly take your place",neg
JoBo`s tired of getting off work at 7,neg
So sorry to hear your terrible news   Thinking of you all x,neg
"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go",neg
Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,neg
"Bad day, just got worse...",neg
Back to work.  Extremely slow now that start up`s over.,neg
binstruct suffers from an update of the mib package... and the developer of that package is on holidays,neg
She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),neg
"omg, my right hear us blocked and it`s so annoying. what i i wake up deaf?",neg
that`s bad as it affects all the languages that run on the JVM. Too bad!,neg
"So it`s rainy in Georgia, what do I do? Wear bright colors and hope the sun comes out!  (I`m doubtful that this is going to work)",neg
I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.,neg
I ate to much lunch...now I don`t want to work,neg
It is so annoying when she starts typing on her computer in the middle of the night!,neg
"oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",neg
it`s the non-www failthat works,neg
no.  I lost the link you sent when I had to pull my battery.,neg
I am so sick and tired of this on and off rain,neg
"I miss my doggy,my hammy,my turtle && my fishes",neg
I wonder why thumbnail pictures aren`t showing up on my TweetDeck?,neg
"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?",neg
argh! why why why,neg
I am horrible at appraising peer work. What are these Americans thinking when they compose poems? Or maybe I am the one with the problem.,neg
"() OMG SHUT UP!!! (sorry. still venting at that person who`s annoying me. It`s none of you, I swear  )",neg
that`s sad  what kind of mess are you getting into this weekend?,neg
"Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we`ll have to mis the TT Bday party, sadly",neg
Heh... I send dem when I get dem Jen... I was shocked I found so many these last few days... earlier in the week nothing...,neg
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",neg
"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",neg
no panasonic charger.sorry,neg
I always want to be perfect. Thatï¿½s so hard cause I even know that itï¿½s impossible. ...,neg
"noooooooo  i miss you sooooooo much, gaah",neg
Flight to hurghada delayed 7 hours,neg
I did many things but missed tweeting,neg
"--of them kinda turns me off of it all.  And then I buy more of them and dig a deeper hole, etc. ;;",neg
"I`m an iPhone owner, so I don`t really have a choice on which media player I use. FYI Apple makes terrible Windows software",neg
"specially when you`re already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",neg
still no direct message for me. what the hell am I complaining about? i`ll c ya in 27. if u don`t answer i`ll ask in 5*.,neg
is SO frustrated!!! I`m stuck at home without any transportation to the global god conference!!! Ahh,neg
"I`m so unhappy being here. I hate it. It`s affecting everything. My relationships with people, my personality, my attitude...",neg
when I tried to go to her`s I got this message 'That page doesn`t exist! ',neg
"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",neg
aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,neg
My dad is taking me to school & picking me up tomoz. Plus I have drama almost all day. Score bludge day,neg
I cant to sleep and tomorrow i must wake up too early,neg
Hates being sat around alone on a Friday night. big sad old loser,neg
heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,neg
-was just told by Dan to NOT say anything anymore...  -now im super sad =(,neg
Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,neg
"ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",neg
We`re practicing our blackjack skills. It doesn`t look hopeful.,neg
"ohhh. i didn`t log on there, pity me. was it great?",neg
i hate not being able to twitterize on my cell phone  oh well,neg
_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,neg
Is sooooo tired... wants to crawl back into bed,neg
ok... finished all the Mikados  Should shut up now! lol,neg
sinus headaches suck big time!,neg
"SMH!!!! Im sick with this bug that`s going around..Almost everyone I know is sick, including me...",neg
Work soon. Lame going to miss the   Go Lakers! Hope you win!!!!,neg
i got a bruise on my foot out if nowhere!  it hurts!,neg
Tummy hurts  oh noes,neg
no more arrested development. i am sad.,neg
I feel like crying! One of my diamond earrings fell out my ear bc it was loose and I can`t find it. I`ve had them forever,neg
In a period of exams days are for study and nights for study and sleep... no funny time...,neg
wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,neg
Having Fever  dont feel to work,neg
u guys are soo unfair smh...,neg
my arms hurt!,neg
Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,neg
It`s gloomy as hell outside today.,neg
still sick  thinking about naming the puppy june,neg
is it bad that I sort of want her to miss me?  I know I will be missing her.,neg
Evermore & End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later,neg
"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!",neg
I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,neg
"i hate working, especially when the weather is good",neg
My car broke down.   Time to start looking at getting another.  If its not one thing its another.,neg
"aw, gutted",neg
I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,neg
cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,neg
**** i always miss it,neg
Nooo i wanna watch the comet  dont wanna go workk!!!,neg
"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",neg
yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,neg
"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",neg
NO MORE MSHS!!!!!!!! Gotta go to work...too tired,neg
*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don`t let the twitterbugz bite..,neg
I can`t believe how tired I am right now... I don`t know if I can go out tonight...   Exhaaaausted!!,neg
I am so tired!,neg
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,neg
"I`m trying my dang hardest to not watch the movie again until I finish the book, again.",neg
Boredom isnt any fun..Wish I had somebody to hang out with tonite..,neg
ugh. trying to respond to all of the emails/voicemails/facebook messages that I missed while out of town. this could be a while,neg
I JUS FOUND MY I.D. FINALLY ; IT WAS IN THE LINT THINGY IN THE DRYER LOL ITS ALL BENT OUTTA SHAPE NOW  IM MAD,neg
_morley where are you? In Bris? I can`t hear any thunder,neg
gutted - the handbag I wanted has been sold!,neg
AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,neg
i feel u  but its sooo close to me hard not to  but i cant so no point ugh,neg
"My guitar ain`t here yet?, feel like i lost a limb!.",neg
aww I miss u too! Haven`t ate,neg
"it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right? x",neg
"- Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",neg
_Vincent  @ i missed the party!!!!  i bought wine and everything!!!,neg
"****, that charming skater look is kind of....HOT! A hot mess  Catherine pls don`t hate me for hitting on your friends. tnx",neg
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,neg
ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.,neg
ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****,neg
_G  ur a poopy head,neg
Work has really sucked the past 2 days & now my 11:00 meeting on Mon got rescheduled to 9 am! That`s just plain evil...i need a new job!!,neg
_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,neg
will be very hard to go back to work this morning- 4 straight days at disneyland tends to do that,neg
"I`m a jerk...  now I can`t go out    Dammit Frank, why do I suck so bad?",neg
y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,neg
"sososo bummed, like really bummed, i hate this rain, ruin my date...",neg
"The sun is attempting to increase her efforts. Alas the same cannot be said for me. I see a bath, a couch & a book in my immediate future",neg
"Just been bitten by SmoothStreaming, it doesn`t seem to work for my client`s linux users...fan-fricking-tastic",neg
I swear its so hot I dont want to leave my house  Is it hot where your at?,neg
"Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",neg
"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",neg
I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,neg
"ate ****, I refuse to bless her cuz she already clingy",neg
I hate the fact that I`m 4.5 hours away from you tonight and tomorrow we`ll be 1946 miles apart  I wish you were here (,neg
Feelin really awful. Having mono sux so much. Omg...listening to music,neg
trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,neg
"Gosh, no need to be so rude.",neg
"Sad that Gmail chat has died, so I can`t help",neg
Is wondering why my messages aren`t going anywhere ;( I am trying to learn how to tweet & it isn`t turning out so hot,neg
"if you`re as lovesick as I am, give me a call, we should go bowling and complain about love",neg
apparently even Novell Moonlight doesn`t work on my Jaunty,neg
So annoyed I missed Mitch Benn @ Lemon Tree. **** you What`s On!,neg
the sun burned me today....my arms look angry  Party tonight tho babes! woop!,neg
"I can`t seem to find it, can you send it to me again please  oh and tag it too lol",neg
sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,neg
Is tired n wants to sleep in her own bed,neg
"the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",neg
"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",neg
I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,neg
is so sick of myself + my life  i`m never going to be as good i want + need to be. xoxoxo </3,neg
"is bored, cant go on habbo stupid ban",neg
god it pisses me off that i always enter comps & never win.I am such a sore loser,neg
wonders why am I so clumsy lately?,neg
stopped at the store to pick up some items and debit card is missing,neg
"yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",neg
Having trouble syncing my iphone to my work exchange email  help!!!!,neg
its so sad when the dad dies  hakuna matana it means no worries for...,neg
YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,neg
"iya, nyokap gue pernah berkata demikian  :-|  and it`s so hard to share what we have",neg
i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,neg
I can`t get it to load for me.,neg
forgot my lunch and no one else is ordering stuff  boooooo!,neg
"Not a fan of the layout change of hyperlinks. I don`t like the indentation and, well, I`m clicking and no link shows.",neg
now aches & chills have joined the party. Why couldn`t the cold just go away? It had to get worse?,neg
"_oliver No Happy Mums day for the Mums, only the guys????",neg
can`t! need to work on overtime project at lunchtime.    Sorry!,neg
It`s Hollie spelt with an `ie` not a y!! She made me cry on BGT tonight  Gxx,neg
sorry about it,neg
"lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",neg
lost luggage? Sorry to hear.  you should check out our selection of travel luggage here:,neg
"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can`t keep up",neg
i have three hours to do my hair. and it STILL won`t be straight,neg
"has burnt my hand on the cooker, it hurts",neg
I am sooo tired,neg
"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",neg
nooooooo!! not the receipt!!  don`t break my heart,neg
Beautiful sunshine when I woke up  but litterally 2 minutes later it starts to rain! I must be cursed.,neg
"Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",neg
is tanning with emily! too bad its prob gonna rain,neg
POOOOOOOOR SHEEEEP!!!,neg
"ok sweet! and whenever u want, I am stuck in bed all weekend",neg
AHHHH! Cant find anything because I have way too much open,neg
Not a good start to the day left my money at home . So i`ll hot a day me looking for free carparks,neg
im so tired  &i miss dionee already.,neg
"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",neg
My mind automatically wakes up at 7. Huge fail -- it`s SUMMER!  Good morning nonetheless. Gonna get ready for work now.,neg
"I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*",neg
